title,author,publisher,year_published,ISBN,category,description,image
Bertanam Kacang Tanah dan Manfaatnya,Mashudi,Azka Press,2007,9789791211420,Pertanian,"Buku ini menjelaskan cara bertanam kacang tanah, mulai dari persiapan tanam sampai panen, serta manfaat dan aneka olahan dari kacang tanah.",
Bertanam 13 Tanaman Buah Di Pekarangan,Wijaya; Trias Qurnia Dewi,Penebar Swadaya,2015,9789790027008,Pertanian,"Buku ini memberi gambaran kepada kita bagaimana cara memilih tanaman buah yang cocok ditanam di pekarangan dengan memperhatikan kondisi ketinggian tempat tinggal dan syarat tumbuhnya. buku ini juga menjelaskan cara menanam tanaman buah di pot dan lahan pekarangan secara langsung dengan memperhatikan keindahan penampilan pekarangan, diselipkan pula cara perawatan dan pemberantasan hama serta penyakit yang sering menyerang.",
Bertamasya Ke Luar Angkasa,Hermawan,Ganeca Exact,2006,9797444449,Alam,"Sebuah meteorit jatuh di desa tempat bayu tinggal, Pemerintah desa mengundang beberapa ahli untuk menelitinya, Bayu dan teman - teman sekelasnya juga diajak untuk melihat proses penelitian itu. Sewaktu mengikuti penelitian itulah Bayu mengalami kejadian aneh, Ia bertemu dengan makhluk luar angkasa, yang mengajaknya berkeliling tata surya.",
Bersahabat Dengan Kamus,Izzudin Irsam,Nuansa Citra Grafika,2007,9793711361,Bahasa,Buku ini menyajikan beberapa fakta menarik yang berkaitan dengan kamus. Ada beberapa tips kiat dalam memakai kamus. Buku ini juga memberikan beberapa saran untuk mengenali ciri kamus yang baik,
Berpuasa Seperti Rasulullah,Saliem Al-Hilali,Gema Insani Press,1996,9795610341,Agama,"Buku ini berisi petunjuk - petunjuk Rasulullah yang memberikan ketentuan bagaimana kita melaksanakan puasa Ramadhan yang benar isinya padat, praktis dan mudah dimengerti.",
"Bernyanyi dengan Suling, Pianika, & Gitar",Thursan Hakim,Puspa Swara,2010,9793567007,Kesenian,"Buku ini berisi metode belajar praktis dan mudah tentang notasi angka, notasi balok, dan penerapannya dalam bermain alat musik suling recorder, pianika serta vokal ( bernyanyi ) dengan diiringi gitar.",
Bermula dari Makanan,Rizal H,Sandiarta Sukses,2009,9786028147705,Makanan,Buku ini memuat tentang antara makanan dan kesehatan dan proses pencernaan makanan.,
Bermain dengan Matematika,Muhammad Ramdhan Adi,Sarana Panca Karya Nusa,2009,9789796783847,Matematika,"Buku ini menyajikan materi mengenai bilangan, pengukuran, geometri dan pengolahan data.",
Bermain dengan Alamku,Yanti Dwi Dmayanti,Nuansa Citra Grafika,2009,9789793711416,Sastra,"Buku ini merupakan sebuah karangan deskriptif - naratif yang menggambarkan tentang perbandingan antara permainan anak tradisional dan modern. Karangan ini mengisahkan tentang sepasang anak kembang yang terpisah, yang satu hidup di kota bersama orang tuanya dan yang satu lagi hidup di desa bersama nenek dan kakeknya. Keduanya mendapatkan pendidikan yang berbeda. Pada suatu ketika, mereka sepakat untuk bertukar tempat. Dari sinilah mereka mendapatkan petualangan baru yang sangat berarti dalam hidupnya.",
Berkreasi Dgn Kulit Jagung,Retno Sulistyowati; Ratna Koesoemaningsih,Puspa Swara,2010,9789793235332,Keterampilan,"Kulit jagung yang di jawa dikenal sebagai klobot merupakan harta karun yang belum digali. Ratusan juta rupiah yang tergelar di pelosok desa di Indonesia. belum tersentuh. masih dibuang, dibakar dan dibiarkan membusuk. Keindahan warna natural dan teksturnya yang halus bagai sutra yang dap[at menjadi perangsang kuat dalam berkreasi.",
Berkreasi dengan Singkong,Masrokhah,Azka Press,2006,9797444708,Teknologi Makanan,"Buku ini mengajak kita membudidayakan tanaman singkong dan memperkenalkan cara membuat camilan dari singkong. Diawali dengan cara menanam singkong dengan baik dan benar agar pohon dapat menghasilkan singkong yang bagus. Selanjutnya, memaparkan manfaat singkong dalam kehidupan sehari - hari. Bagian ketiga berisi tentang cara membuat camilan dari singkong, seperti kripik, manggleng, opak, samier dan rengginang singkong.  Ditutup dengan informasi pemasaran yang dapat ditempuh dalam menjual camilan singkong tersebut.",
Berkreasi dengan Rotan,Soedjono,Remaja Rosdakarya,2006,9795144448,Keterampilan,"Buku ini berisi gambaran bagaimana berkreasi dengan rotan. banyak keunikan yang dimiliki rotan salah satunya rotan dapat dibentuk sedemikian rupa, sehingga sampai saat ini banyak sekali kreasi yang diciptakan masyarakat.",
Berkreasi dengan Mute,Ratih Indah Puji,PT Citra Praya,2009,9789790350076,Kerajinan,"Buku ini menampilkan teknik dasar membuat karya dari mute, dari yang mudah hingga yang lebih rumit, dan berbagai rancangan pola. Bermacam kreasi unik dengan warna - warna ceria ditampilkan, seperti gantungan kunci berbentuk pisang, nanas, stroberi boneka dan lain - lain.",
Berkreasi Dengan Kulit Jagung,Tina dan Dini,Globalindo,2009,9789797490959,Keterampilan,Buku ini berisi tentang bagaimana membuat kerajinan dari kulit jagung.,
Berkreasi dengan Kain Bekas,Susan,Ganeca Exact,2007,9789795714576,Keterampilan,"Kain bekas dapat didaur ulang menjadi berbagai macam barang yang bermanfaat, misalnya taplak telepon, tempat pencil, sandal, sampai kipas.",
Berkreasi dengan Janur,Syaiful Qomar; Diah Iswari,Puspa Swara,2010,9789799386427,Dekorasi,"Buku ini mengupas tentang cara - cara merangkai hiasan janur bentuk tunggal dan majemuk, selain itu, juga dilengkapi pula dengan foto dan ilustrasi yang menunjang.",
Berkerudung Awan Mendung,Marga T,Gramedia,2003,9795114425,Sastra,"Setelah kematian orang tuanya NAtasia khuri menjadi ahli waris tunggal yang kaya. Ketika Arsyad Bairi melamarnya, dia langsung menolak, sebab dia ingat, laki - laki itu sedang mencari - cari calon istri jutawati. Terlebih setelah mendengar dari miranda kawan karibnya di SMA, bahwa Lisa sahabat mereka menemui ajalnya  di tangan Arsyad, Natasia berniat bertekad untuk membuat Arsyad membayar dosanya.",
Berkelana,Enid Blyton,Gramedia,2008,9789796055920,Fiksi,lima sekawan,
Berjuta Rasanya,Tere Liye,Mahaka,2017,9786029474039,Sastra,"Cinta adalah sekumpulan paradoks yang membingungkan. Maka meskipun menyakitkan, cinta tetaplah membahagiakan.",
Berjuta Embun Surga,Muttaqwiati,Gema Insani Press,2004,9795618199,Sastra,"Sebagai seorang anak, Purwanti pun merasa turut bertanggung jawab dengan apa yang terjadi. Namun usahanya itu tidak mudah, cercaan dari kedua orang tuanya, juga rengkuhan tangan ibunya yang hingga membuat jilbabnya terkuak dan lehernya berdarah adalah ongkos yang harus dibayarnya. Toh, semua itu tak membuat hatinya gentar. Ia yakin Allah merestui jalannya. Kebencian dan dendam kadang harus ditebus dengan sesuatu yang menyedihkan. Sampai hal itu menyadarkan kita bahwa seseorang yang paling kita benci bisa jadi adalah orang yang suatu saat akan menolong kita dengan begitu ikhlas.",
Berjalan di Atas Cahaya,Hanum Salsabila Rais Dkk,Gramedia,2015,9789792293593,Sastra,"Ivano Terduduk, kepalanya tertunduk di depan pintu gereja. Sudah tak terhitung berapa orang turis katedral Palermo yang berjubel - jubel harus menabrak tubuhnya yang menghalangi sebagian badan jalan masuk gereja. Tapi Ivano bergeming. Dia masih terus menatap pilar putih di depan katedral kota para mafioso Eropa itu. Semua yang dikatakan Raghi Benar adanya. Ivano menangis membaca tulisan berwibawa itu. kali ini sirna sudah kebenciannya atas sisilia dan raja roger. tiba - tiba ia menyesali semua prasangka buruk tentang nestapa negerinya Berjalan diatas cahaya adalah kumpulan kisah perjalanan di Eropa yang akan membuat anda lebih mengenal ampunan dan kasih sayang Allah melalui Makhluk Ciptaan - Nya",
Berdirinya Kerajaan Majapahit,Yuliadi Soekardi,Pustaka Setia,2005,9797305759,Cerita Rakyat,"Buku ini menceritakan  tentang Masa kejayaan Singasari dan berdirinya kerajaan Majapahit. Disampaikan dengan bahasa yang sederhana, ringkas, mudah dipahami, namun sarat makna.",
Bercocok Tanam Tomat,Diah Rahmatia; Pipit Fitriana,Azka Press,2010,9791211264,Pertanian,"Buku ini menjelaskan bagaimana menanam tomat, penyakit apa saja yang menyerang tomat, dan bagaimana cara memanen tomat dan macam varietas tomat.",
Bercocok Tanam Pohon Buah - buahan Yang Baik & Benar,Oma Zaedin,PT Inter Masa,2010,9793791144,Pertanian,"Buku ini memberikan berbagai petunjuk yang sederhana dan praktis untuk kita bercocok tanam pohon buah - buahan. Bagaimana pembuatan, perbanyakan, dan pemeliharaannya diuraikan secara terperinci, dengan bahasa sederhana untuk mudah dipraktekkan.",
Bercocok Tanam Pohon Buah - buahan Yang  Baik & Benar,Oma Zaedin,Intermasa,2010,9793791144,Pertanian,"Buku ini memberikan petunjuk yang sederhana dan praktis untuk kita bercocok tanam pohon buah - buahan. Bagaimana pembuatan, perbanyakan, dan pemeliharaannya. diuraikan secara rinci dan dengan bahasa yang sederhana sehingga mudah untuk dipraktekkan",
Berbagai Hasil Pekerjaan dan Keterampilan,Wahyuning; Soedjono,Titian Ilmu,2008,9789790272510,Keterampilan,trampil dan kreatif membuat berbagai macam keterampilan .,
Berbagai Cara Hewan Melestarikan Keturunan,M Hasbi,Remaja Rosdakarya,2009,9796922169,Binatang,"Dalam buku ini kita akan mengetahui berbagai cara hewan melestarikan keturunannya. Dengan pengetahuan tersebut, kita sekaligus dapat mengagumi ciptaan Tuhan. Mari kita bersama - sama menjaga keseimbangan alam ini. sesuai dengan petunjuk - Nya",
Berbagai Cara Binatang Berkomunikasi,Juliani Nur aziza,Remaja Rosdakarya,2006,9796922177,Binatang,"Buku ini akan memberikan informasi bagaimana cara - cara binatang berkomunikasi, misalnya gerakan atau bahasa tubuh pada serigala, aroma tubuh pada serangga atau mamalia, dan suara - suara kicauan pada burung dan teriakan - teriakan pada babun dan kelinci.  semuanya itu sangat menarik untuk diketahui.",
"Berat, Waktu dan Pengukuran",Andrew King,Gading Inti Prima,2010,9786028608688,Matematika,"Buku ini mengeksplorasi matematika melalui proyek - proyek interaktif, eksperimen dan permainan yang menyenangkan.",
Berat,Nugrohowati,SIC,2007,9799925088,Matematika,Buku ini berisi informasi yang dapat membantu anak memahami pengukuran.  Pengukuran merupakan salah satu bentuk penerapan matematika yang paling luas. Hal ini disebabkan pengukuran mampu menghubungkan ide pada matematika dengan disiplin ilmu di luar matematika.,
Beramal Shalih selezat Cokelat,Sami bin Muh bin Jadullah,Gazza Media,2008,9789791867429,Agama,"Cokelat itu enak! Rasanya lezat bukan main! tetapi bisakah kita beramal shalih hingga merasakan kelezatan luar biasa? Bisakah amalan shalih berasa seperti sekedar rutinitas belaka. Pergi ke masjid, shalat jama'ah, puasa sunnah, shalat malam, dan bersedekah hanya seperti kegiatan rutin saja. Bisakah kita mengubahnya menjadi sebuah kelezatan yang sangat nikmat?",
Bentuk - bentuk Muka Bumi,Mulyadi,Bengawan Ilmu,2008,9789790212800,Geografi,"Bumi kita terdiri atas daratan dan lautan. Namun tahukah kalian muka bumi  kita juga mempunyai bentuk bermacam - macam? Secara umum, muka bumi daratan  dan lautan mempunyai bentuk yang hampir sama.",
Benteng Remaja Menolak Narkoba,R W Dodo,Nobel Edumedia,2008,9786028123303,Narkoba,"Istilah narkoba sudah tidak asing lagi bagi kita. Baik media cetak maupun elektronik sering memberitakan tentang narkoba, baik pecandu maupun pengedarnya. Remaja merupakan masa yang paling rawan terhadap masuknya pengaruh narkoba. Oleh karena itu, peranan keluarga, sekolah, maupun masyarakat sangat diperlukan dalam menanggulangi pengaruh narkoba ini. Penyalahgunaan narkoba dapat menimbulkan efek negatif terhadap fisik maupun kejiwaan pemakainya. Penyalahgunaan narkoba dapat merusak masa depan bangsa kita. Oleh karena itu kita harus berani mengatakan ""Tidak untuk narkoba",
Bencana Alam Hidrologi,P Heru Susila,PT Pustaka Tiga Kelana,2009,9786028535465,Bencana,"Dalam upaya mengurangi dampak bencana di suatu wilayah, tindakan pencegahan perlu dilakukan oleh masyarakat. Persiapan yang baik akan membantu masyarakat untuk melakukan tindakan yang tepat guna dan tepat waktu. Buku ini menjelaskan beberapa bencana yaitu Banjir,, badai dan angin topan, kekeringan, kebakaran hutan dan lahan serta gelombang pasang.",
Bencana Alam Geologi,P Heru Susila,Pustaka Tuga Kelana,2009,9786028535458,Alam,"Buku ini berisi tentang bencana gempa bumi, tanah longsor, gunung berapi, dan tsunami.",
Bencana Alam dan Masa Depan Bumi,Herlina Rahmawati,Nobel Edumedia,2008,9786028219693,Alam,Buku ini menyajikan materi tentang  berbagai macam bencana alam. Apa jadinya bumi di masa depan jika bencana alam terus menerus terjadi? Mungkinkah manusia bisa terus hidup di permukaannya?,
Bencana Alam Bencana Manusia,Ferli Zulhendri,Kiara Alifiani,2008,9786028169011,Alam,Buku ini memuat berbagai bencana yang disebabkan oleh ulah tangan manusia. Hal ini dapat dijadikan pelajaran bagi kita semua bahwa perbuatan merusak alam akan berakibat kepada manusia itu sendiri.,
Bencana Alam,Andrew Langley,Erlangga,2007,9789790153950,Alam,"Buku ini membawa kita berhadapan langsung dengan kekuatan alam, yang paling merusak dan mengerikan, mulai dari gempa bumi hingga penyakit mematikan.",
Belenggu Masa Silam,Daniella Steel,Gramedia,1999,9796552604,Sastra,"Charles Waterson merasa dunianya porak poranda ketika istrinya mengajukan gugatan cerai dan berpaling pada lelaki lain. Seolah - olah belum cukup penderitaannya, dia harus melepaskan karirnya yang bagus di london, pindah ke kantor pusat di New York, yang sama sekali tak disukainya.",
Belajar tak hanya di sekolah,Rebecca Greene,Essensi,2006,9789790158955,Pendidikan,"Buku ini memberikan gambaran kepada kita semua betapa kegiatan belajar dapat dilakukan di mana saja dan tetap dengan cara - cara yang unik, kreatif,serta inovatif",
Belajar Sains itu Menyenangkan,Andrian,Ganeca Exact,2006,9797444767,Sains,"Buku ini disusun secara menarik yang berisi percobaan yang ditampilkan dalam bentuk cerita yang selalu menampilkan tokoh Kiki dan Kiko. Alat dan bahan ditampilkan dalam bentuk gambar. Setiap langkah percobaan ditampilkan dengan gambar , setelah melakukan langkah percobaan diberikan informasi tentang apa yang terjadi.",
Belajar menjadi Seorang Pendongeng,Aminudin,Pribumi Mekar,2009,9789799148618,Pendidikan,"Buku ini menyajikan makna dongeng, keberadaan dongeng di abad modern, hingga cara belajar mendongeng kepada para pendongeng ternama di Indonesia.",
Belajar Memasak Siapa Takut!,Widi,Nobel Edumedia,2009,9786028219419,Keterampilan,Buku ini memaparkan cara memasak yang bisa berawal dari sekedar hobi.,
Belajar Kepada Mereka yang Pantang Menyerah,A Ruhimat,Tiga Serangkai,2009,9789790458529,Pahlawan,"Seakan mendapat semangat baru, Bob membuka matanya. Serta merta ia melompat - lompat ke depan. akhirnya, dengan perjuangan berat, Bob berhasil mencapai garis finish. Gemuruh tepuk tangan penonton pun terdengar membahana. Bob telah berhasil menyelesaikan lomba. Lebih dari itu, Bob bahkan tercatat di Guinness Book of Record sebagai satu - satunya orang cacat yang berhasil menyelesaikan lomba lari marathon. Serangkaian kisah unik lainnya tersaji dalam buku ini, Intinya tentang perjuangan hidup. Segala rintangan dan keterbatasan akan senantiasa menghampiri perjalanan kita. Namun hal itu bukanlah alasan untuk menyerah. Ayo tetap semangat.",
Belajar dengan otak kanan,Aris Setyawan,Erlangga,2015,9786027596962,Pendidikan,"Umumnya kita sering merasa bingung bagaimana cara mengoptimalkan kemampuan diri, khususnya soal belajar. Bahkan dengan berbagai alasan, kita sering menganggap bahwa waktu belajar yang kurang optimal, konsentrasi yang kurang, daya ingat yang lemah, semangat belajar yang rendah, dan berbagai keluhan lainnya adalah hal yang sangat wajar untuk dirasakan. Meskipun semua itu hanya karena kita belum menemukan cara yang tepat untuk belajar. Cara yang tepat untuk belajar bisa didapatkan dengan mengoptimalkan potensi otak melalui keseimbangan penggunaan otak kiri dan kanan. Kenyataannya, kebanyakkan orang lebih cenderung menggunakan otak kiri. padahal dengan otak kanan, belajar akan menjadi lebih mudah dan menyenangkan",
Belajar dengan Hati Nurani,Akh Muwafik Saleh,Erlangga,2011,9789790991057,Agama,"Sukses tanpa batas salah satu kiatnya adalah dengan mengoptimalkan semua potensi alamiah yang dimiliki oleh diri kita, memadukan potensi spiritual, emosional, dan rasional secara bersamaan, integratif serta simultan. Usaha keras ini harus dilakukan dengan semangat dan penuh keyakinan serta dikombinasikan dengan ketawakalan yang tinggi sehingga mampu melahirkan sebuah energi besar untuk sukses.",
Belajar Berhitung Dengan Microsoft Excel,Asep Supriyatna,PT Panca Anugrah Sakti,2010,9791420730,Teknologi,Buku ini berisi tentang bagaimana memanfaatkan teknologi komputer program Microsoft Excel untuk menunjang proses pembelajaran anak.,
Belajar Bahasa inggris Melalui Permainan,Arief Kurniawan,Visindo Media persada,2008,9791323038,Bahasa,"Dalam buku ini terangkum berbagai macam permainan sebagai media belajar bahasa inggris, dari yang sederhana sampai yang menantang dan dapat dilakukan secara individu atau kelompok. Permainan - permainan ini pun diarahkan agar dapat meningkatkan perbendaharaan kosakata, kemampuan membaca, menulis, berbicara, menyimak dan keterampilan berbahasa lainnya.",
Bekal Hijrah Menuju Allah,Ibnul Qayyim Al-Jauziyah,Gema Insani Press,2002,9795617494,Agama,BUku ini berisi tentang nasihat untuk bekal bagi para muhajir menuju Allah.,
Beginikah  Rasanya 7 Malam Pertama Di alam Kubur?,Jamal Ma'mur Asmani,DIVA Press,2008,9799634962,Agama,Buku ini mengingatkan kita dengan penuh perih kehidupan macam apakah yang akan kita  jalani kelak kala kita mulai dimasukkan ke liang lahat oleh orang - orang yang sangat menghormati dan mencintai kita selama hingga 7 malam ke.depan,
"Be Strong, Be Brave, Be Happy With Allah",Aqiella Rifka,Tinta Medina,2020,9786237394211,Agama,"Masalah yang dihadapi remaja memang komplit dan rumit. Meskipun begitu kamu bisa belajar jadi remaja yang berani, kuat, tapi tetap berusaha dekat dengan Allah.",
Bawang Putih dan Bawang Merah,Heny V Tinneke,Nuansa Aulia,2006,9793944668,Cerita Rakyat,"Buku ini mempersembahkan untaian cerita rakyat yang disampaikan dengan bahasa sederhana namun penuh hikmah dan nilai - nilai budi pekerti, sebagai cerminan dan rujukan bagi generasi penerus bangsa untuk dijadikan sebagai suri teladan.  Buku ini juga dihiasi dengan ilustrasi yang menawan sehingga menarik untuk dibaca oleh para remaja.",
Bawang Merah Bawang Putih : Shallot & Garlic,Lilis Hu,BIP,2018,9786023940967,Cerita Rakyat,Ibu Bawang Putih meninggal akibat sakit parah Ayah Bawang Putih kembali menikah. Ibu tiri dan Bawang Merah selalu membuat ulah. Mungkinkah nasib Bawang Putih berubah?,
Bawang Merah,Rusmida lumban Raja,Panca Anugrah Sakti,2010,9789791433235,Pertanian,"Buku ini memberikan gambaran tentang pembudidayaan bawang merah untuk bidang usaha. Banyak aspek yang harus diperhatikan, antara lain teknik budidaya, pemeliharaan, penanganan, dan pemasarannya.",
Bauwarna Kawruh Wayang,RM Sajid,PT Widya Duta Grafika,2011,9795173340,Kesenian,"Tumraping wong jawa wayang duweni kekuatan daya pikat dhewe. pagelaran wayang dadi pangarep - arep wong akeh yen sing dipantaske jupuk lakon sing apik lan dalang kang wisuwur. Nanging kepriye sakbenere lakuning pementasan wayang sing bias nyalikake pegelaran sing apik? 
Buku iki maparake kanti lengkap ubarampe, jeneng - jenenge gaman wayang. Asal usule cerita wayang lan isih akeh banget ngengini bab wayang.",
Batu Menangis : The Crying Stone,Dian K,BIP,2018,9786023946860,Cerita Rakyat,"Darmi sangat durhaka pada ibunya. Padahal ibunya sayang padanya. Suatu hari, Darmi dan ibunya pergi ke pasar. Disana, Darmi mengingkari ibunya. Kepada semua orang, dia mengatakan bahwa wanita yang bersamanya adalah dayangnya, bukan ibunya. Tentu, Ibu Darmi jadi sedih. Dia pun menangis, Apa yang terjadi pada Darmi setelah itu?",
Basmi Penyakit dengan Jus Ampuh,Teguh Susanto,Buku Pintar,2013,9786027881679,Kesehatan,"Terapi jus buah dan sayuran menjadi cara yang paling alami dalam penyembuhan, selain ampuh juga sangat murah dan aman bagi tubuh manusia. Menggunakan buah dan sayur sebagai terapi pengobatan, ibarat pepatah lama, sekali merengkuh dayung dua tiga pulau terlampaui, tak hanya penyakitnya saja yang sembuh tapi juga menciptakan kesehatan tubuh secara keseluruhan sehingga dengan begitu tubuh akan selalu terjaga dari serangan bibit penyakit yang selalu mengintai pada tubuh kita.",
Banu Pewaris Trah Pesantren,Dian Nafi,Tinta Medina,2018,9786025731167,Fiksi,"Banu sebagai anak sulung, dia sangat diharapkan dapat meneruskan tongkat estafet pimpinan pesantren yang diasuh orang tuanya. Pesantren itu memang belum begitu besar karena belum lama dirintis. Apalagi sepeninggal ayahnya hanya Iqom sang ibu yang berjuang sendirian mengembangkan pesantren.",
Bangkit Dong Sobat,O Solihin,Gema Insani Press,2004,9795619705,Psikologi Remaja,"Sobatan itu ternyata gampang - gampang susah, ya? kalo gak hati - hati bisa ngancurin persahabatan itu sendiri atau malah jerumusin kita ke pergaulan yang salah. 
Ortu di rumah suka nggak ngerti maunya kita - kita. Jadi bikin bete and give up aja, deh. Hidup rasanya gimanaaa, gitu! Padahal enak kali ya, kalo punya ortu yang bisa seperti sahabat. 
Hei, jadi remaja nggak boleh putus asa gitu dong! Cari tahu aja sebabnya, supaya kamu bisa nikmatin hidup ini, Makanya, bangkit dong, sobat!",
Balita pun Hafal Al - Qur'an,Salafuddin abu Sayyid,Tinta Medina,2012,9796029211498,Agama,Kisah - kisah inspiratif yang disajikan dalam buku ini akan membangkitkan gairah anda dalam mempelajari Al - Qur'an dan menghafalkannya. Anda akan disuguhi beberapa tentang Bagaimana anak belia berhasil dicetak menjadi Hafidzul Qur'an? BAgaimana kisah keberhasilan para kakek dan nenek menjadi Hafizhul Qur'an? Keajaiban yang terjadi pada para Hafizhul Qur'an. Keutamaan yang dimiliki oleh para Hafizhul Qur'an.,
Baligh Tanpa Malu,Akram Ridha,Qisthi Press,2005,9793715499,Agama,"Menjadi baligh tanpa malu, itulah pesan islam kepada orang tua yang harus disampaikan kepada anak - anaknya yang baru saja meninggalkan masa kekanak - kanakkan menuju remaja. Perubahan fisik, mental, nalar, dan posisi dalam kemasyarakatan yang membuat seorang anak merasa bingung bagaimana bersikap, harus dipahami secara wajar oleh anak itu sendiri dan orang tuanya termasuk guru dan anggota masyarakat lainnya sebagai pembimbingnya. Pada masa  - masa ini, seorang anak mulai mengidentifikasi diri karena mulai banyak menemukan figur di luar lingkungannya dan berfikir rasional. Kepolosan kanak - kanak mulai menghilang sejalan dengan kesadarannya bahwa kumisnya mulai tumbuh dan mulai suka dengan lain jenisnya.",
"Bahaya Narkoba, Seks Bebas dan HIV / AIDS",Suranto,CV Mediatama,2007,9797396479,Narkoba,"Buku ini menerangkan tentang apa itu narkoba, Seks bebas, HIV / AIDS, terapi dan penanggulangan, Pandangan Hukum Agama, serta tips praktis bebas dari narkoba, seks bebas, dan HIV / AIDS, serta tips meningkatkan kualitas pribadi.",
Bahaya Mode,Khalid Bin Abdurrahman Asy Syayi,Gema Insani Press,1996,9795612468,Agama,Buku ini menguraikan penyakit - penyakit yang timbul akibat dari kebebasan berbusana sekaligus memberi obat penyembuh sebagai jalan keluar,
Bahaya Islam Liberal,Hartono Ahmad Jaiz,Pustaka Al kautsar,2002,9795921843,Agama,"Paham Pluralis, Inklusif, plus sekuler yang kini sebut islam liberal itu meruyak kemana - mana lewat jalur pendidikan islam, media massa baik cetak maupun elektronik, paket - paket kajian tasawuf dan sebagainya, oleh karena paham itu sebenarnya merusak islam, maka buku ini menjelaskan kepada kita bagaimana hakekat rusaknya paham islam liberal itu menurut islam",
Bahaya dan Pencegahan DBD,Edi Warsidi,Mitra Utama,2009,9789791760911r,Kesehatan,Buku ini bercerita tentang apa dan bagaimana demam berdarah serta beberapa informasi penting berkaitan dengan pencegahan dan penanganan penyakit demam berdarah.,
Bahan Kimia di Sekitar Kita,Sally Hewitt; Franklin Watts,Gading Inti Prima,2010,9786028608377,Sains,Buku ini memperkenalkan tentang bahan - bahan kimia yang ada di sekitar kita. buku ini menyertakan rancangan dan percobaan yang dibuat langkah demi langkah. Percobaan tersebut dimaksudkan untuk mendukung konsep dan memperjelas pemahaman anak - anak terhadap materi.,
Bagaimana Muslimah Bergaul,Khaulah Binti Andul Kdir Darwis,Pustaka Al kautsar,2004,9795920006,Agama,Bagaimanakah Islam menempatkan wanita selaku makhluk sosial yang perlu berinteraksi dengan lingkungannya? Apakah islam memberikan keleluasaan pada wanita untuk bermasyarakat ataukah membelenggunya hanya di dalam rumah saja? Sejauh manakah wanita harus menempatkan dirinya dalam pergaulan luar dan apa pula persyaratan dan etikanya? Pertanyaan - pertanyaan diatas amatlah penting dan wajib diketahui para wanita muslimah selaku wanita harapan agama yang mendapat kedudukan suci dan mulia. Buku ini InsyaAllah dapat menjawab segala persoalan tentang bagaimana muslimah harus bergaul,
Bagaimana Menjadi Guru Penulis?,Cepi Triatna,CV Citra Praya,2008,9789790350281,Pendidikan,"Seorang guru sebenarnya memiliki kelebihan tersendiri jika dibandingkan dengan profesi lain dalam hal menulis. Keuntungan ini karena sebagai seorang guru, dituntut untuk dapat menyampaikan ide dan gagasan pada siswa di kelas  sehingga mereka dapat memperoleh ilmu yang diajarkan. Sama halnya dengan menulis, yang dituntut untuk menyampaikan ide atau gagasan dalam bentuk tulisan.",
Bagaimana Menjadi Guru Kreatif ?,D Deni Koswara; Halimah,PT Pribumi Mekar,2008,9786028142489,Pendidikan,"Buku ini menyajikan uraian tentang bagaimana menjadi guru yang kreatif, dimulai dengan pemahaman tentang kualifikasi dan kompetensi seorang guru. SElanjutnya diuraikan tentang kiat - kiat menjadi guru kreatif serta bagaimana menciptakan model pembelajaran yang menyenangkan bagi peserta didik. Di akhir bab, dibahas pula peran sekolah dan orang tua siswa dalam mendukung kreativitas seorang guru.
Kreativitas adalah salah satu modal untuk menjadi guru yang profesional.",
Bagaimana Menjadi Guru Inspiratif ?,Elin Rosalin,Karsa Mandiri Persada,2008,9789790050044,Pendidikan,Buku ini menjelaskan lebih jauh mengenai perbedaan antara guru inspiratif dengan guru kurikulum. dalam buku ini juga dibahas bagaimana cara menjadi seorang guru inspiratif.,
Bagaimana Mengolah dan Mengawetkan Ikan,Edi Warsidi,Mitra Utama,2008,9786028426008,Teknologi Makanan,"Buku ini berisikan tentang teknik pengolahan ikan, dari cara memilih ikan hingga pengolahannya, guna keterampilan dan pengetahuan bagi para pembacanya.",
Bagaimana Menghapal Al - Qur'an,Abdurrahman Abdul Khaliq,Pustaka Al kautsar,2000,,Agama,Jadikanlah bacaan Al - Qur'an sebagai bacaan pokok seluruh keluarga dan hapalkanlah ayat - ayat nan mulia ini. Serta ramaikanlah rumah kita dengan senandung ayat - ayat suci Al - Qur'an. Bagaimana metode praktis dalam memudahkan kita menghafal al - Qur'an? Silahkan ikuti petunjuk dalam buku ini. InsyaAllah kemampuan kita dalam mengkaji dan menghafal ayat nan mulia ini akan bertambah pula,
Bagaimana Mengembangkan Kecerdasan ?,Sufyan Ramadhy,PT Sarana Panca Karya Nusa,2009,9789796785063,Psikologi,"Otak manusia merupakan sumber dari segala kecerdasan manusia yang terbukti telah mampu melahirkan karya - karya besar dunia yang membentuk peradaban manusia sekarang, yang ditandai dengan pesatnya perkembangan ilmu pengetahuan dan teknologi.",
Bagaimana Memotivasi Anak Belajar,Lindy Petersen,Grasindo,2008,9789790252851,Pendidikan,"Dalam gaya yang mudah dipahami, buku ini menyinggung tantangan tentang bagaimana memotivasi semua anak di dalam kelas, yang masing - masing memiliki latar belakang, kebiasaan, dan masalah yang berbeda - beda. Ciri khusus yang ditawarkan adalah program untuk menangani anak yang mempunyai masalah - masalah khusus",
Bagaimana Binatang Berkembang Biak,Sumiyati Sa'adah,Ganeca Exact,2006,9797446921,Peternakan,Kehidupan binatang selalu menarik untuk kita ketahui. Binatang memiliki ciri yang khas dalam hal berkembangbiak. Buku ini menggambarkan bagaimana cara binatang berkembangbiak.,
